index,memory_address,rodata_offset,capacity_bytes,classification,original,translation,status,notes
5648,0x006FAC30,0x002A5C30,309,text,旧式の無線機。真空管を多用した初期型のため大型だが、原始的なデータ処理手法を採っているため第三者から傍受されにくい。今ではほとんど使われなくなったが一部の愛好家と事情通の間ではおそらく永遠に語り継がれそう。,"구식 무선기. 진공관을 다용한 초기형이라 크지만, 원시적인 데이터 처리 방식을 사용하여 도청하기 어렵다. 지금은 거의 쓰이지 않지만 일부 애호가와 정보통 사이에서는 영원히 회자될 듯하다.",needs_review,
5649,0x006FAD66,0x002A5D66,312,text,世界と異世界を繋ぐ７次元回線コンタクトツール。元はアバターであるアーシェスの頭として機能しインターディメンドを接続していたが、新しい物と換装された後、単体の道具としてその機能を狙うネロとプリムに奪われていた。,"세계와 이세계를 잇는 ７차원 회선 컨택트 툴. 원래는 아바타인 아셰스의 머리로서 인터디멘드를 접속했으나, 새것으로 교체된 후 그 기능을 노린 네로와 프림에게 빼앗겼다.",needs_review,
5650,0x006FAE9F,0x002A5E9F,330,text,魔法の薬の原料となる蜜液。フラ<CR>ントリムという種小名で呼ばれる<CR>一部のシャール達が育てている花<CR>から取れる。育てるのが非常に難<CR>しい花で、熟練のシャールですら<CR>１００の苗から数個の花を咲かせ<CR>られる程度だと言われる。,마법 약의 원료인 밀액. <CR>일부 샤르들이 키우는 플라<CR>트림이라는 종소명을 가진 꽃<CR>에서 채취한다. 재배가 매우 어려워 숙련된 샤르라도 <CR>１００개의 묘목 중 몇 송이만 피울 수 있을 정도의 <CR><CR>다.,needs_review,
5651,0x006FAFEA,0x002A5FEA,288,text,想いの力を物理的エネルギーへ変換することに特化した結晶。アルシエルで通信用の物質として使用される。「唄石」を精錬することで得られるが、高純度で精錬するには熟練の腕が必要で入手ルートが限られる。,"마음의 힘을 물리적 에너지로 변환하는 데 특화된 결정. 아르시엘에서 통신용 물질로 사용된다. 「노래돌」을 정련하여 얻지만, 고순도로 정련하려면 숙련된 기술이 필요해 입수 경로가 제한적이다.",needs_review,
5652,0x006FB10B,0x002A610B,252,text,想いの力を結晶内にエネルギーとして溜め込むことに特化した石。「唄石」を精錬することで得られ、アルシエルでは増幅塔の重要な要素として、原初のオルゴール玄室に使われている。,"마음의 힘을 결정 내에 에너지로 저장하는 데 특화된 돌. 「노래돌」을 정련하여 얻으며, 아르시엘에서는 증폭탑의 핵심 요소로서 원초의 오르골 현실에 사용된다.",needs_review,
5653,0x006FB208,0x002A6208,289,text,人間やシャールを犠牲にすることなく大地を生み出す力を秘めた<CR>「想い」の結晶。世界の想いをすべて注ぐことで新たな星をも生み出す。四次正角性中核環とも言われ、その生成には優れた魂の力を必要とする。,"인간이나 샤르를 희생하지 않고 대지를 창조하는 힘을 품은 <CR>「마음」의 결정. 세계의 마음을 모두 쏟아부어 새로운 별까지 만들어낸다. 4차 정각성 핵환이라 불리며, 생성에는 뛰어난 영혼의 힘이 필요하다.",needs_review,
5654,0x006FB32A,0x002A632A,285,text,７次元先の世界との交信に必要な鍵。シャラノイアの遥か上、ベゼリエルトロン最上階の星詠台に設置された交信のアンテナとなるアルノサージュ管の認証に使用し、インターディメンドの接続及び解除を行う。,"７차원 너머의 세계와 교신하는 데 필요한 열쇠. 샤라노이아 상층, 베제리에르트론 최상층 성영대에 설치된 교신 안테나 아르노사쥬 관의 인증에 사용하며, 인터디메드의 접속 및 해제를 수행한다.",needs_review,
5655,0x006FB448,0x002A6448,288,text,チェインの技術を応用して出力を高めたカソード。出力増幅の機構にチェインを応用しているだけあって、周囲の波動に影響を受けやすい性質を持つ。そのため、出力が不安定になりやすいので注意が必要である。,체인의 기술을 응용해 출력을 높인 카소드. 출력 증폭 기구에 체인을 응용한 만큼 주변 파동에 영향을 받기 쉬운 성질이 있다. 그 때문에 출력이 불안정해지기 쉬우니 주의가 필요하다.,needs_review,
5656,0x006FB569,0x002A6569,297,text,周囲の波動を乱す効果を持ったカソード。その反面、出力や耐久性には優れておらず、詩魔法を使用しない敵に対して有効なカソードにはなっていない。使い方を間違えると自分たちにも悪影響を与える諸刃の剣となる。,"주변 파동을 교란하는 효과를 가진 카소드. 반면 출력과 내구성이 떨어져, 시마법을 사용하지 않는 적에게는 효과적인 카소드가 되지 못한다. 잘못 사용하면 아군에게도 악영향을 주는 양날의 검이 된다.",needs_review,
5657,0x006FB693,0x002A6693,297,text,あらゆる波動を増幅可能なカソード。その出力は他の物と比較しても十分に高いが、汎用性と出力を追求したことによってカソードそのものの耐久が低くなっている。長期間使用し続けると異常な発熱を起こすので注意。,"모든 파동을 증폭할 수 있는 카소드. 출력은 다른 것과 비교해도 충분히 높지만, 범용성과 출력을 추구한 탓에 내구도가 낮다. 장기간 사용 시 이상 발열이 발생하므로 주의해야 한다.",needs_review,
5658,0x006FB7BD,0x002A67BD,312,text,高い出力や持久力を持たない代わりに、汎用性と耐久性に富んだカソード。中に組み込まれた赤い風車のような花は「赤車蓮華」という花を模しており、このカソードの名にもなっている。また、稼動するとクルクルと回るらしい。,"높은 출력이나 지구력 대신 범용성과 내구성을 갖춘 카소드. 내부에 삽입된 붉은 풍차 같은 꽃은 「적차연화」라는 꽃을 본뜬 것이며, 이 카소드의 이름이기도 하다. 작동하면 빙글빙글 회전한다고 한다.",needs_review,
5659,0x006FB8F6,0x002A68F6,312,text,量産や汎用性を度外視して性能のみを追い求めた初期型カソード。ワンオフで作成された実験品のため、不安定な部分もあるが、それを除けば現在でも十分に通用するほどの性能を誇る。ただし実験品なので故障しても保証はない。,"양산이나 범용성을 무시하고 성능만을 추구한 초기형 카소드. 단 한 명을 위해 제작된 실험품이라 불안정한 면도 있지만, 이를 제외하면 현재에도 충분히 통할 만한 성능을 자랑한다. 다만 실험품이기에 고장 나도 보증은 없다.",needs_review,
5660,0x006FBA2F,0x002A6A2F,300,text,耐久性が低く高出力を出すことができない代わりに、優れた反応速度を持つカソード。発表当時には新規格として話題となり、すでに型落ち品となってしまった今でもまだ十分に現役で活躍できるだけの性能は誇っている。,"내구성이 낮고 고출력을 낼 수 없는 대신, 뛰어난 반응 속도를 가진 카소드. 발표 당시 신규격으로 화제가 되었으며, 구형 모델이 된 지금도 현역으로 충분히 활약할 만한 성능을 자랑한다.",needs_review,
5661,0x006FBB5C,0x002A6B5C,312,text,にゅろきーの人形から二本の端子が伸びたカソード。出力を含むあらゆる性能は平均かそれ以下だがかつては売り切れが続出した人気カソード。特に女性からの人気が高く、実用よりもコレクションとして買う人が多かったようだ。,뉴로키 인형에서 두 개의 단자가 뻗어 나온 카소드. 출력 등 모든 성능은 평균 이하이나 과거 품절 대란을 일으킨 인기 모델이다. 특히 여성들에게 인기가 많아 실용 목적보다 수집용으로 사는 사람이 많았던 듯하다.,needs_review,
5662,0x006FBC95,0x002A6C95,306,text,長期間の使用にも耐えられるように、耐久値をただひたすら追求したカソード。その反面、出力はけして大きくない。穴が開いた球状をしており、そこにヒーターやグリッドを入れなければいけないため、素人に扱いは難しい。,"장기간 사용에 견디도록 내구성을 극한까지 추구한 카소드. 그 반면 출력은 그리 높지 않다. 구멍이 뚫린 구형 구조로, 히터나 그리드를 직접 넣어야 해서 초보자가 다루기 어렵다.",needs_review,
5663,0x006FBDC8,0x002A6DC8,297,text,かつて皇帝仕え、宮城に住んでいた者のみが使用を許されていたカソード。平均よりも全体的な性能は上だが、特出した機能は備わっていない。しかし、このカソードを使用していることは皇帝に仕える証とされていた。,과거 황제를 모시며 궁에 거주하던 자들만 사용할 수 있었던 카소드. 전체적인 성능은 평균보다 높지만 특출난 기능은 없다. 하지만 이 카소드를 사용하는 것은 황제의 신하라는 증표였다.,needs_review,
5664,0x006FBEF2,0x002A6EF2,291,text,対象の弱点を見つけ出すことに特化したカソード。かつてのラシェーラでは耐久試験などに用いられることが多かった。分析能力に特化した分、出力そのものは高くないが、使い所によっては非常に便利なカソード。,"대상의 약점을 찾아내는 데 특화된 카소드. 과거 라셸라에서는 내구 시험 등에 자주 쓰였다. 분석 능력에 치중한 만큼 출력 자체는 높지 않으나, 용도에 따라 매우 유용한 카소드다.",needs_review,
5665,0x006FC016,0x002A7016,300,text,肉体を強化しつつ重くする性質を持つＲＮＡ。体が重くなるので動きは鈍くなるが、それ分肉体が強く硬くなる。まさにパートナーを護る壁となるためのＲＮＡだが、男女問わず体重を気にしている人に渡してはいけない。,"육체를 강화하면서 무겁게 만드는 성질을 가진 ＲＮＡ. 몸이 무거워져 움직임은 둔해지지만 그만큼 육체가 강하고 단단해진다. 파트너를 지키는 벽이 되기에 적합한 ＲＮＡ지만, 체중을 신경 쓰는 사람에게 주어서는 안 된다.",needs_review,
5666,0x006FC143,0x002A7143,310,text,体を硬くすることよりも持久力や瞬発力の強化に重点をおいた<CR>ＲＮＡ。基板上にあるミニジオラマは、かつてラシェーラで一世を風靡した会社を模したもの。見た目が工場なだけあって、きちんと効率を考えて配置されている。,신체 경직보다 지구력과 순발력 강화에 중점을 둔 <CR>ＲＮＡ. 기판 위의 미니 디오라마는 과거 라셸라에서 큰 인기를 끌었던 회사를 본뜬 것이다. 공장 형태답게 효율을 고려하여 배치되어 있다.,needs_review,
5667,0x006FC27A,0x002A727A,297,text,肉体を活性化させることにただひたすら特化したＲＮＡ。安定性や耐久値に関しては一切考慮されていない。光の粒子が基板上のケーブルに流れているが、管に充填されている液体を含め、その中身は謎に包まれている。,"육체 활성화에만 철저히 특화된 ＲＮＡ. 안정성이나 내구성은 전혀 고려되지 않았다. 기판 위 케이블로 빛의 입자가 흐르고 있지만, 관 속 액체를 포함해 그 내용은 베일에 싸여 있다.",needs_review,
5668,0x006FC3A4,0x002A73A4,306,text,周囲の環境に対して肉体を瞬時に対応させることが可能なＲＮＡ。寒暖の差はもちろん、気圧水圧など様々な環境変化に対応することができる。ただ肉体の限界を超えた環境には対応ができないので調子に乗ると死ぬ目に遭う。,주변 환경에 육체를 즉각 대응시키는 ＲＮＡ. 온도 차는 물론 기압과 수압 등 다양한 환경 변화에 대처할 수 있다. 다만 육체의 한계를 넘은 환경에는 대응 불가하므로 방심하면 죽을 수도 있다.,needs_review,
5669,0x006FC4D7,0x002A74D7,300,text,関節を柔軟にし、より柔軟な動きを可能にするＲＮＡ。基板上にいくつもの歯車（ギア）が載っており、その姿はかつてのラシェーラを模倣したもの。しかし、現在においてその姿を知る者は少なく、文献的な価値も高い。,"관절을 유연하게 하여 움직임을 원활하게 하는 ＲＮＡ. 기판 위에 여러 톱니바퀴（기어）가 놓여 있으며, 과거 라셸라의 모습을 본뜬 것이다. 현재 그 모습을 아는 이는 드물어 문헌적 가치가 높다.",needs_review,
5670,0x006FC604,0x002A7604,306,text,有害な波動に対して高い耐性を持つＲＮＡ。また周囲の波動を取り込み、自身の肉体の強化なども可能となる。基板上にソーラーパネルが載っているが、このパネル自体には全く意味がなく、趣味で取り付けられたようなもの。,"유해 파동에 높은 내성을 가진 ＲＮＡ. 주변 파동을 흡수해 육체를 강화할 수도 있다. 기판 위에 태양광 패널이 있지만, 기능은 없고 취미로 설치한 듯한 수준이다.",needs_review,
5671,0x006FC737,0x002A7737,309,text,基板上でにゅろきーたちがパレードを行っているＲＮＡ。かわいらしさを優先したため、欠陥品どころか使いものになるかどうかすら怪しいが、きちんとＲＮＡとして機能する。残念ながら、にゅろきーに変化したりはできない。,"기판 위에서 냐루키들이 퍼레이드를 하는 ＲＮＡ. 귀여움을 우선시해 결함품인지 쓸모가 있을지 의심스럽지만, ＲＮＡ로서 제대로 기능한다. 아쉽게도 냐루키로 변할 수는 없다.",needs_review,
5672,0x006FC86D,0x002A786D,312,text,肉体の強化よりも再生能力を高めることができるＲＮＡ。肉体の強化も行われるが、持続性を第一に考えて設計されたため、一般的なＲＮＡよりも強化に関しては劣っている。基板上のコードは無限ではなく、循環を意味している。,육체 강화보다 재생 능력을 높이는 ＲＮＡ. 육체 강화도 가능하지만 지속성을 우선 설계하여 일반적인 ＲＮＡ보다 강화 수치는 낮다. 기판 위의 코드는 무한이 아닌 순환을 의미한다.,needs_review,
5673,0x006FC9A6,0x002A79A6,300,text,組み込むと肉体の強化と共に使用者周辺に動きを阻害する力場が発生するＲＮＡ。常時発生しているため、味方が影響範囲に入らないように注意する必要がある。別名ぼっちＲＮＡ。鬼ごっこに使ったら無敵かもしれない。,장착 시 육체 강화와 함께 주변에 움직임을 방해하는 역장을 발생시키는 ＲＮＡ. 상시 발생하므로 아군이 범위에 들어가지 않게 주의해야 한다. 별명은 아싸 ＲＮＡ. 술래잡기에 쓰면 무적일지도 모른다.,needs_review,
5674,0x006FCAD3,0x002A7AD3,300,text,肉体の強化と共に、空間にノイズを発生させるＲＮＡ。発生したノイズは空気の壁のような役割を果たし、敵の攻撃から身を護ってくれる。本来はただの振動でしかないものに指向性を与え、盾の役割を果たすようにした。,육체 강화와 함께 공간에 노이즈를 발생시키는 ＲＮＡ. 발생한 노이즈는 공기 벽 역할을 하며 적의 공격으로부터 몸을 보호한다. 단순한 진동에 지향성을 부여해 방패 역할을 하도록 만들었다.,needs_review,
5675,0x006FCC00,0x002A7C00,315,text,管の中に宇宙が詰まっているかのようなＢＩＯＳ。見た目どおり、宇宙に関する情報や機能が豊富に内蔵されており、その気になればプラネタリウムも作れてしまう。ちなみに、ステリエルとはラシェーラの星座が由来となっている。,"관 속에 우주가 담긴 듯한 ＢＩＯＳ. 외형처럼 우주에 관한 정보와 기능이 풍부하며, 마음만 먹으면 플라네타륨도 만들 수 있다. 참고로 스테리엘은 라셸라의 별자리에서 유래했다.",needs_review,
5676,0x006FCD3C,0x002A7D3C,312,text,かつてシェルノトロンに使用されていた標準的なＴｘＢＩＯＳの一つ。何よりも汎用性と使いやすさを重視したうえで、必要以上に出力を抑えるようなこともしていない。そのため、十分な詩魔法の強化もできる安定したＢＩＯＳ。,"과거 세르노트론에 사용되던 표준 ＴｘＢＩＯＳ 중 하나. 범용성과 편의성을 최우선으로 하여 출력을 억제하지 않으므로, 시마법을 충분히 강화할 수 있는 안정적인 ＢＩＯＳ이다.",needs_review,
5677,0x006FCE75,0x002A7E75,285,text,物質の構造解析や物理演算が容易に可能になるＴｘＢＩＯＳ。かつては運動力学や建築学の分野で多く利用されていた。管が膨れるほど立方体や四面体の結晶が詰まっているが、けして壊れているわけではない。,"물질 구조 분석과 물리 연산이 용이한 ＴｘＢＩＯＳ. 과거에는 운동역학이나 건축학 분야에서 많이 쓰였다. 관이 부풀수록 입방체나 사면체 결정이 가득 차지만, 결코 고장 난 것은 아니다.",needs_review,
5678,0x006FCF93,0x002A7F93,309,text,使用中、周囲に存在するあらゆる物質に関する情報が流れ込んで来るＴｘＢＩＯＳ。多くの情報が一斉に流れ込んで来るため、その中から必要な情報を取捨選択する機能も予め内臓されているが、長時間の使用には向いていない。,"사용 중 주변의 모든 물질 정보를 받아들이는 ＴｘＢＩＯＳ. 정보량이 방대해 필요한 것을 골라내는 기능이 내장되어 있으나, 장시간 사용에는 적합하지 않다.",needs_review,
5679,0x006FD0C9,0x002A80C9,303,text,生物の生態や遺伝子の塩基配列などに特化したＴｘＢＩＯＳ。管の中には遺伝子を連想させる光の帯が入っており、製作には非常に細かな作業が必要になる。憎い相手の弱点をつかんで、弱みを握ることもできてしまうかも。,생물의 생태나 유전자 염기서열에 특화된 ＴｘＢＩＯＳ. 관 안에는 유전자를 연상시키는 빛의 띠가 들어 있어 제작에 매우 정밀한 작업이 필요하다. 적의 약점을 파악해 치명타를 입힐지도 모른다.,needs_review,
5680,0x006FD1F9,0x002A81F9,288,text,通常のものよりもあらゆる分野において深い領域へアクセスが可能となっているＴｘＢＩＯＳ。ただ一点に特化した機能は持っておらず、汎用性は高いものの地味。まさに器用貧乏という言葉が相応しいＢＩＯＳ。,"일반적인 것보다 모든 분야에서 더 깊은 영역까지 접근 가능한 ＴｘＢＯＩＳ. 특화된 기능 없이 범용성만 높아 다소 평범하며, 그야말로 재주만 많은 허수아비라 불릴 만한 ＢＩＯＳ이다.",needs_review,
5681,0x006FD31A,0x002A831A,301,text,にゅろきーが仲間同士で行うことができるテレパシーの技術を応用して作られたＴｘＢＩＯＳ。にゅろきーにテレパシーが使えるというのはただの設定であり、なにをどう応用したのか、全く未知の<CR>ＴｘＢＩＯＳである。,"뉴로키가 동료와 나누는 텔레파시 기술을 응용한 ＴｘＢＩＯＳ. 텔레파시는 설정일 뿐이며, 이를 어떻게 응용했는지 알 수 없는 미지의 <CR>ＴｘＢＩＯＳ이다.",needs_review,
5682,0x006FD448,0x002A8448,309,text,詩魔法の詠唱時間に比例して、加速度的に強化するＴｘＢＩＯＳ。そのため、普通に使用しても大した効果を得られない反面、長大な詩魔法であるほど高い効果を得ることができる。管の中に入っている種が何の種かは謎である。,"시마법 영창 시간에 비례해 가속적으로 강화되는 ＴｘＢＩＯＳ. 평소에는 효과가 미미하지만, 긴 시마법일수록 높은 효과를 낸다. 관 속의 씨앗이 무엇인지는 수수께끼다.",needs_review,
5683,0x006FD57E,0x002A857E,303,text,空気や風の物理法則や気象に関わる情報に特化したＴｘＢＩＯＳ。突風を起こしたり、空気の密度を調整して対象にぶつけたりなど、大気を操作する詩魔法の生成に適している。かつては、これを使ったイタズラが横行した。,공기나 바람의 물리 법칙 및 기상 정보에 특화된 ＴｘＢＩＯＳ. 돌풍을 일으키거나 공기 밀도를 조절해 대상에게 부딪히는 등 대기를 조작하는 시마법 생성에 적합하다. 과거에는 이를 이용한 장난이 판을 쳤다.,needs_review,
5684,0x006FD6AE,0x002A86AE,316,text,詩魔法詠唱者の集中力と想いの強さが強いほど、能力を発揮する<CR>ＴｘＢＩＯＳ。日常で使うような詩魔法に使った場合、最低ランクの能力しか発揮しない。ここ一番というときに力を発揮するため使い所を間違えないようにしよう。,시마법 영창자의 집중력과 마음의 강도가 높을수록 능력을 발휘하는 <CR>ＴｘＢＩＯＳ. 일상적인 시마법에 사용하면 최저 등급의 능력만 발휘한다. 결정적인 순간에 힘을 내기 위한 것이니 사용처를 신중히 선택하자.,needs_review,
5685,0x006FD7EB,0x002A87EB,294,text,おたまや鍋の蓋など、その辺にあるものをかき集めて作ったシェルノトロン。かつてのデルタとその友人だったプラムが子供の頃に作ったものであり、再現したイオンにとっては大事な思い出の品の一つとなっている。,"국자나 냄비 뚜껑 등 주변 물건을 모아 만든 셸노트론. 과거 델타와 친구 프림이 어릴 적 만든 것으로, 이를 재현한 이온에게는 소중한 추억의 물건 중 하나다.",needs_review,
5686,0x006FD912,0x002A8912,309,text,かつて夢ノ珠というコロンで使用されていた重力場発生装置を小型化して組み込んだ鳥。お腹のダイヤルを回すことで、周囲の重力を強くしたり弱くしたりできる優れもの。そんなことよりも、頭のアホ毛が気になって仕方ない。,과거 꿈의 구슬이라는 코롬에서 사용되던 중력장 발생 장치를 소형화해 탑재한 새. 배의 다이얼을 돌려 주변 중력을 조절할 수 있는 우수한 도구다. 그보다 머리의 바보털이 신경 쓰인다.,needs_review,
5687,0x006FDA48,0x002A8A48,291,text,かつて大きな祭典にイオンが参加したとき、詩魔法を使うために使用したＧ２トロン。白鷹とまだ子供だったサーリが作った合作トロンであり、性能は折り紙つき。イオンにとっては思い出の品なので大切にしよう。,과거 큰 축제에 이온이 참가했을 때 시마법을 위해 사용한 Ｇ２트론. 시로타카와 어린 시절의 살리가 만든 합작 트론으로 성능은 확실하다. 이온에게는 추억의 물건이니 소중히 하자.,needs_review,
5688,0x006FDB6C,0x002A8B6C,315,text,ＤＨ波を指定してチェインすることで、その持ち主の精神と交信可能になる機械。かつてのイオンを追い詰めたきっかけでもあり、救われたきっかけでもある。使い方次第で様々な用途に用いることができるため、取り扱いには注意。,ＤＨ파를 지정해 체인함으로써 소유자의 정신과 교신할 수 있는 기계. 과거 이온을 몰아붙인 계기이자 구원받은 계기이기도 하다. 용도에 따라 다양하게 활용 가능하므로 취급에 주의하라.,needs_review,
5689,0x006FDCA8,0x002A8CA8,306,text,１０万人以上の人間がジェノムに対する感謝と敬意の念を示すために謳った詩の楽譜。イオンが謳ったときには、すでに形骸化しつつあったものの、それ故一つの祭典として扱われ、派閥に関係なく多くの人々が参加し謳った。,"１０만 명 이상의 인원이 제놈에 대한 감사와 경의를 표하기 위해 노래한 시의 악보. 이온이 노래했을 당시에는 이미 형식화되어 가고 있었으나, 그 덕분에 하나의 축제로 다뤄져 파벌과 관계없이 많은 이들이 참여했다.",needs_review,
5690,0x006FDDDB,0x002A8DDB,310,text,子供の頃のデルタが皇位継承の儀に挑むイオンを応援する仲間の証として作った団員証。実際には、仲の良い仲間同士の集まりであり当時の団員はイオンとデルタ、<CR>キャス、プラムに加え、サーリと白鷹。そしてネロの計七人。,"어린 시절의 델타가 황위 계승 의식에 도전하는 이온을 응원하기 위해 만든 동료의 증표인 단원증. 실제로는 친한 친구들의 모임이었으며, 당시 단원은 이온과 델타, <CR>캐스, 프림, 살리, 시로타카, 네로 총 7명이다.",needs_review,
5691,0x006FDF12,0x002A8F12,306,text,同調時、パートナーと高レベルでシンクロするための精神開放薬とその際の負荷によって生じる細胞の損傷を再生させる肉体蘇生薬のセット。強力な詩魔法を使用することは可能になるが負荷によって死に至ることもある劇薬。,"동조 시 파트너와 높은 수준으로 싱크로하기 위한 정신 개방제와, 그 부하로 발생하는 세포 손상을 재생시키는 육체 소생제의 세트. 강력한 시마법을 사용할 수 있게 되지만, 부하로 인해 사망할 수도 있는 극약이다.",needs_review,
5692,0x006FE045,0x002A9045,303,text,肉体を失いセカイを彷徨う魂を捕獲するためのトロン。真空管の形状を取ってはいるものの、その機能は全く異なり、カソードやプレートも使用されておらず、これらの代わりに、淡い光を放つ水色の液体が充填されている。,"육체를 잃고 세카이를 방황하는 영혼을 포획하기 위한 트론. 진공관 형태를 띠고 있지만 기능은 전혀 다르며, 캐소드나 플레이트 대신 은은한 빛을 내는 하늘색 액체가 채워져 있다.",needs_review,
5693,0x006FE175,0x002A9175,297,text,虹色をしたゲル状液体が入った小さな瓶。また液層ごとに異なる淡い光を発しており、暗い場所ではその幻想的な光を見ることができる。この液体は完全に無害だが、小さな子供が口に入れないようにだけは注意しよう。,"무지갯빛 젤리 상태의 액체가 담긴 작은 병. 액층마다 다른 은은한 빛을 내어 어두운 곳에서는 환상적인 빛을 볼 수 있다. 이 액체는 완전히 무해하지만, 어린아이가 입에 넣지 않도록 주의하자.",needs_review,
5694,0x006FE29F,0x002A929F,288,text,かつてイオンとファーストハーモニクスを行い、パートナーとして共に行動したジェノムの人形。彼と別れたイオンが思い出を残すために作ったものであり、人形の製作を苦手とする彼女にしてはよくできている。,"과거 이온과 퍼스트 하모닉스를 수행하며 파트너로서 함께 행동했던 제놈의 인형. 그와 헤어진 이온이 추억을 남기기 위해 만든 것으로, 인형 제작에 서툰 그녀치고는 꽤 잘 만들어졌다.",needs_review,
5695,0x006FE3C0,0x002A93C0,294,text,７次元転送を行う際に発生する膨大な演算処理を行うための高性能ＣＰＵ。セラフィノ結晶とメディア結晶を基本素材とし、ラウンドブリリアンという宝石のカットが施してあるため、一見すると宝石にしか見えない。,"７차원 전송 시 발생하는 방대한 연산 처리를 위한 고성능 ＣＰＵ. 세라피노 결정과 메디아 결정을 기본 소재로 하며, 라운드 브릴리언트 커팅이 되어 있어 언뜻 보면 보석처럼 보인다.",needs_review,
5696,0x006FE4E7,0x002A94E7,306,text,加工法によって重さが変化する特殊金属。さらに、重さが変化しても強度は維持されるため、その汎用性からかつてのラシェーラでも重宝されていた。ただ、この金属自体が希少であったため、一般的に出回ることはなかった。,"가공법에 따라 무게가 변하는 특수 금속. 무게가 변해도 강도가 유지되어 과거의 라셸라에서도 요긴하게 쓰였다. 다만, 금속 자체가 희귀하여 일반적으로 유통되지는 않았다.",needs_review,
5697,0x006FE61A,0x002A961A,291,text,皇位継承の儀の初期、ボロボロになったイオンの服をデルタの母親が繕い直した服。当時のイオンの普段着であると同時に、大切な人から贈られた思い出深い服。ただし、露出が多いのが昔からの悩みの種のようだ。,"황위 계승 의식 초기, 너덜너덜해진 이온의 옷을 델타의 어머니가 수선한 옷. 당시 이온의 평상복이자 소중한 사람에게 선물 받은 추억 어린 옷이다. 다만 노출이 많은 것이 고민거리인 듯하다.",needs_review,
5698,0x006FE73E,0x002A973E,309,text,ジェノメトリクスでねりこから貰ったレシピを元に作られた浴衣。桃色の生地が女性というよりも少女のような印象を受けるが、派手すぎない薄紫色の花が大人びた雰囲気を醸し出す一品。夏祭りに行くなら欠かせない服である。,"제노메트릭스에서 네리코에게 받은 레시피로 만든 유카타. 분홍색 천이 여성보다는 소녀 같은 인상을 주지만, 화려하지 않은 연보라색 꽃이 성숙한 분위기를 자아내는 옷이다. 여름 축제에 빠질 수 없는 옷이다.",needs_review,
5699,0x006FE874,0x002A9874,309,text,ジェノメトリクスでねりこから貰ったレシピを元に作られた制服。おしゃれな普段着と見間違えてもおかしくないほどカジュアルな作りとなっている。ただ、可愛すぎるので着こなせるかどうか不安に思っている部分もあるようだ,"제노메트릭스에서 네리코에게 받은 레시피로 만든 교복. 평상복이라 해도 믿을 만큼 캐주얼한 디자인이다. 다만, 너무 귀여워서 잘 소화할 수 있을지 걱정하는 듯하다.",needs_review,
5700,0x006FE9AA,0x002A99AA,12,kanji_only,※作成中,※작성중,needs_review,compacted:spaces_removed
5701,0x006FE9B7,0x002A99B7,292,text,人間の子供ほどの身長に綺麗な羽を持つシャール。動きがすばやく訓練を受けていない人間では、動きを追うのは難しい。<CR>攻撃的ではないようで、なるべく傷つけないように、人間を捕まえようとしているらしい。,"인간 아이 정도의 키에 아름다운 날개를 가진 샤르. 움직임이 빨라 훈련받지 않은 인간은 따라가기 어렵다. <CR>공격적이지는 않은 듯하며, 가급적 다치게 하지 않고 인간을 붙잡으려는 것 같다.",needs_review,
5702,0x006FEADC,0x002A9ADC,309,text,どういうわけなのか、アルシエルに存在するシャール。そもそも本当にシャールなのか、それとも似ているだけの別の名前で呼ばれる生命なのかは定かではない。１つ言えることは、シャールとは桁違いに強いということである。,"어째서인지 아르시엘에 존재하는 샤르. 애초에 정말로 샤르인지, 아니면 닮은 다른 이름의 생명체인지는 불분명하다. 한 가지 확실한 건, 샤르는 차원이 다르게 강하다는 점이다.",needs_review,
5703,0x006FEC12,0x002A9C12,313,text,身体の一部に硬い岩をまとわせているシャール。大気の元素を利用して岩を生成する能力を持つ。<CR>攻撃的ではないが、人間を捕まえるために、まずは岩を当てて無力化してから…。という考えを持っているようで、危険性は高い。,"신체 일부에 단단한 암석을 두른 샤르. 대기 원소를 이용해 암석을 생성하는 능력이 있다. <CR>공격적이지는 않으나, 인간을 붙잡기 위해 먼저 암석으로 무력화시킨 뒤…라는 생각을 가진 듯하여 위험성이 높다.",needs_review,
5704,0x006FED4C,0x002A9D4C,277,text,下半身が魚の姿をした、おとぎ話に出てくる人魚姫を彷彿とさせるシャール。空気中の水分を自在に操ることができる。<CR>おぼれさせたり、脱水状態にさせたりしてから人間を捕まえるため、非常に危険。,하반신이 물고기인 인어공주를 연상시키는 샤르. 공기 중의 수분을 자유자재로 다룬다. <CR>익사시키거나 탈수 상태로 만들어 인간을 포획하기에 매우 위험하다.,needs_review,
5705,0x006FEE62,0x002A9E62,301,text,一般的にホログラムは投影部分に実態はなく、電子部品が本体だがオレイを徘徊するタイプは投影部の分子結合が強いため、実際に触れることができる。<CR>巡回中発見した不審者は、投影部分で物理的に攻撃し、制圧する。,"일반적으로 홀로그램은 투영부에 실체가 없어 전자 부품이 본체지만, 오레이를 배회하는 타입은 분자 결합이 강해 실제로 만질 수 있다. <CR> 순찰 중 발견한 수상한 자는 투영부로 물리적 공격을 가해 제압한다.",needs_review,
